Year,EventName,Driver,GridPosition,LapTime,LapNumber,Stint,Compound,LapPosition,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
2018,Mexico Grand Prix,VER,2,1.23.044,1,1,ULTRASOFT,1,19.2,53.8,784.7,FALSE,32.6,295,1.6
2018,Mexico Grand Prix,HAM,3,1.24.169,1,1,ULTRASOFT,2,19.2,53.8,784.7,FALSE,32.6,295,1.6
2018,Mexico Grand Prix,RIC,1,1.25.456,1,1,ULTRASOFT,3,19.2,53.8,784.7,FALSE,32.6,295,1.6
2018,Mexico Grand Prix,VET,4,1.26.511,1,1,ULTRASOFT,4,19.2,53.8,784.7,FALSE,32.6,295,1.6
2018,Mexico Grand Prix,BOT,5,1.27.855,1,1,ULTRASOFT,5,19.2,53.8,784.7,FALSE,32.6,295,1.6
2018,Mexico Grand Prix,SAI,8,1.28.610,1,1,HYPERSOFT,6,19.2,53.8,784.7,FALSE,32.6,295,1.6
2018,Mexico Grand Prix,RAI,6,1.29.144,1,1,ULTRASOFT,7,19.2,53.8,784.7,FALSE,32.6,295,1.6
2018,Mexico Grand Prix,HUL,7,1.29.609,1,1,HYPERSOFT,8,19.2,53.8,784.7,FALSE,32.6,295,1.6
2018,Mexico Grand Prix,LEC,9,1.31.389,1,1,HYPERSOFT,9,19.2,53.8,784.7,FALSE,32.6,295,1.6
2019,Mexico Grand Prix,LEC,1,1.29.892,1,1,MEDIUM,1,22.5,46.7,781,FALSE,41.2,7,2.2
2018,Mexico Grand Prix,ERI,10,1.33.592,1,1,HYPERSOFT,10,19.2,53.8,784.7,FALSE,32.6,295,1.6
2018,Mexico Grand Prix,PER,13,1.34.212,1,1,SUPERSOFT,11,19.2,53.8,784.7,FALSE,32.6,295,1.6
2018,Mexico Grand Prix,ALO,12,1.34.715,1,1,ULTRASOFT,12,19.2,53.8,784.7,FALSE,32.6,295,1.6
2018,Mexico Grand Prix,STR,17,1.35.073,1,1,ULTRASOFT,13,19.2,53.8,784.7,FALSE,32.6,295,1.6
2019,Mexico Grand Prix,VET,2,1.32.867,1,1,MEDIUM,2,22.5,46.7,781,FALSE,41.2,7,2.2
2018,Mexico Grand Prix,MAG,16,1.35.478,1,1,SUPERSOFT,14,19.2,53.8,784.7,FALSE,32.6,295,1.6
2018,Mexico Grand Prix,SIR,19,1.35.808,1,1,ULTRASOFT,15,19.2,53.8,784.7,FALSE,32.6,295,1.6
2019,Mexico Grand Prix,ALB,5,1.33.730,1,1,MEDIUM,3,22.5,46.7,781,FALSE,41.2,7,2.2
2018,Mexico Grand Prix,OCO,11,1.36.270,1,1,SUPERSOFT,16,19.2,54.2,784.7,FALSE,32.8,271,1.8
2018,Mexico Grand Prix,GAS,20,1.36.516,1,1,HYPERSOFT,17,19.2,54.2,784.7,FALSE,32.8,271,1.8
2018,Mexico Grand Prix,GRO,18,1.36.830,1,1,SUPERSOFT,18,19.2,54.2,784.7,FALSE,32.8,271,1.8
2018,Mexico Grand Prix,VAN,15,1.37.424,1,1,ULTRASOFT,19,19.2,54.2,784.7,FALSE,32.8,271,1.8
2019,Mexico Grand Prix,SAI,7,1.36.038,1,1,SOFT,4,22.5,46.7,781,FALSE,41.2,7,2.2
2018,Mexico Grand Prix,HAR,14,1.39.180,1,1,SUPERSOFT,20,19.2,54.2,784.7,FALSE,32.8,271,1.8
2019,Mexico Grand Prix,HAM,3,1.39.041,1,1,MEDIUM,5,22.5,46.7,781,FALSE,41.2,7,2.2
2019,Mexico Grand Prix,NOR,8,1.41.168,1,1,SOFT,6,22.5,46.7,781,FALSE,41.2,7,2.2
2019,Mexico Grand Prix,BOT,6,1.42.468,1,1,MEDIUM,7,22.5,46.7,781,FALSE,41.2,7,2.2
2019,Mexico Grand Prix,VER,4,1.43.698,1,1,MEDIUM,8,22.5,46.7,781,FALSE,41.2,7,2.2
2019,Mexico Grand Prix,KVY,9,1.45.296,1,1,SOFT,9,22.5,46.7,781,FALSE,41.2,7,2.2
2019,Mexico Grand Prix,GAS,10,1.46.554,1,1,SOFT,10,22.5,46.7,781,FALSE,41.2,7,2.2
2019,Mexico Grand Prix,PER,11,1.47.707,1,1,MEDIUM,11,22.5,46.7,781,FALSE,41.2,7,2.2
2019,Mexico Grand Prix,RIC,13,1.48.810,1,1,HARD,12,22.5,46.7,781,FALSE,41.2,7,2.2
2019,Mexico Grand Prix,HUL,12,1.49.482,1,1,MEDIUM,13,22.5,46.7,781,FALSE,41.2,7,2.2
2019,Mexico Grand Prix,STR,16,1.50.337,1,1,MEDIUM,14,22.5,46.7,781,FALSE,41.2,7,2.2
2019,Mexico Grand Prix,GIO,15,1.51.260,1,1,MEDIUM,15,22.5,46.7,781,FALSE,41.2,7,2.2
2019,Mexico Grand Prix,RAI,14,1.52.968,1,1,MEDIUM,16,22.5,46.7,781,FALSE,41.2,7,2.2
2019,Mexico Grand Prix,MAG,17,1.53.852,1,1,MEDIUM,17,22.5,46.7,781,FALSE,41.2,7,2.2
2019,Mexico Grand Prix,KUB,20,1.54.406,1,1,MEDIUM,18,22.5,46.7,781,FALSE,41.2,7,2.2
2019,Mexico Grand Prix,RUS,19,1.55.037,1,1,MEDIUM,19,22.5,46.7,781,FALSE,41.2,7,2.2
2019,Mexico Grand Prix,GRO,18,1.55.895,1,1,MEDIUM,20,22.5,46.7,781,FALSE,41.2,7,2.2
2018,Mexico Grand Prix,VER,2,1.20.959,2,1,ULTRASOFT,1,19.4,53.2,784.7,FALSE,33.1,83,0.6
2018,Mexico Grand Prix,HAM,3,1.21.225,2,1,ULTRASOFT,2,19.4,53.2,784.7,FALSE,33.1,83,0.6
2018,Mexico Grand Prix,RIC,1,1.21.553,2,1,ULTRASOFT,3,19.4,53.2,784.7,FALSE,33.1,83,0.6
2018,Mexico Grand Prix,VET,4,1.21.799,2,1,ULTRASOFT,4,19.4,53.2,784.7,FALSE,33.1,83,0.6
2018,Mexico Grand Prix,BOT,5,1.22.541,2,1,ULTRASOFT,5,19.4,53.2,784.7,FALSE,33.1,83,0.6
2018,Mexico Grand Prix,RAI,6,1.22.058,2,1,ULTRASOFT,6,19.4,53.2,784.7,FALSE,33.1,83,0.6
2018,Mexico Grand Prix,SAI,8,1.23.830,2,1,HYPERSOFT,7,19.4,53.2,784.7,FALSE,33.1,83,0.6
2018,Mexico Grand Prix,HUL,7,1.23.422,2,1,HYPERSOFT,8,19.4,53.2,784.7,FALSE,33.1,83,0.6
2018,Mexico Grand Prix,LEC,9,1.23.965,2,1,HYPERSOFT,9,19.4,53.2,784.7,FALSE,33.1,83,0.6
2018,Mexico Grand Prix,ERI,10,1.24.159,2,1,HYPERSOFT,10,19.4,53.2,784.7,FALSE,33.1,83,0.6
2018,Mexico Grand Prix,PER,13,1.24.416,2,1,SUPERSOFT,11,19.4,53.2,784.7,FALSE,33.1,83,0.6
2018,Mexico Grand Prix,ALO,12,1.25.044,2,1,ULTRASOFT,12,19.4,53.2,784.7,FALSE,33.1,83,0.6
2018,Mexico Grand Prix,STR,17,1.25.715,2,1,ULTRASOFT,13,19.4,53.2,784.7,FALSE,33.1,83,0.6
2018,Mexico Grand Prix,MAG,16,1.26.054,2,1,SUPERSOFT,14,19.4,53.2,784.7,FALSE,33.1,83,0.6
2018,Mexico Grand Prix,SIR,19,1.26.893,2,1,ULTRASOFT,15,19.4,53.2,784.7,FALSE,33.1,83,0.6
2018,Mexico Grand Prix,GAS,20,1.26.566,2,1,HYPERSOFT,16,19.4,53.2,784.7,FALSE,33.1,83,0.6
2018,Mexico Grand Prix,VAN,15,1.26.274,2,1,ULTRASOFT,17,19.4,53.2,784.7,FALSE,33.1,83,0.6
2018,Mexico Grand Prix,GRO,18,1.27.651,2,1,SUPERSOFT,18,19.4,53.2,784.7,FALSE,33.1,83,0.6
2018,Mexico Grand Prix,HAR,14,1.41.496,2,2,ULTRASOFT,19,19.4,53.2,784.7,FALSE,33.1,83,0.6
2019,Mexico Grand Prix,LEC,1,1.49.552,2,1,MEDIUM,1,22.7,46.6,781,FALSE,41.6,122,1.1
2018,Mexico Grand Prix,OCO,11,1.46.839,2,2,SUPERSOFT,20,19.4,53.2,784.7,FALSE,33.1,83,0.6
2019,Mexico Grand Prix,VET,2,1.48.225,2,1,MEDIUM,2,22.7,46.6,781,FALSE,41.6,122,1.1
2019,Mexico Grand Prix,ALB,5,1.48.294,2,1,MEDIUM,3,22.7,46.6,781,FALSE,41.6,122,1.1
2019,Mexico Grand Prix,SAI,7,1.47.712,2,1,SOFT,4,22.7,46.6,781,FALSE,41.6,122,1.1
2019,Mexico Grand Prix,HAM,3,1.46.004,2,1,MEDIUM,5,22.7,46.6,781,FALSE,41.6,122,1.1
2019,Mexico Grand Prix,NOR,8,1.46.104,2,1,SOFT,6,22.7,46.6,781,FALSE,41.6,122,1.1
2019,Mexico Grand Prix,BOT,6,1.45.335,2,1,MEDIUM,7,22.7,46.6,781,FALSE,41.6,122,1.1
2019,Mexico Grand Prix,VER,4,1.44.980,2,1,MEDIUM,8,22.7,46.6,781,FALSE,41.6,122,1.1
2019,Mexico Grand Prix,KVY,9,1.44.845,2,1,SOFT,9,22.7,46.6,781,FALSE,41.6,122,1.1
2019,Mexico Grand Prix,GAS,10,1.45.315,2,1,SOFT,10,22.7,46.6,781,FALSE,41.6,122,1.1
2019,Mexico Grand Prix,PER,11,1.44.995,2,1,MEDIUM,11,22.7,46.6,781,FALSE,41.6,122,1.1
2019,Mexico Grand Prix,RIC,13,1.44.787,2,1,HARD,12,22.7,46.6,781,FALSE,41.6,122,1.1
2019,Mexico Grand Prix,HUL,12,1.44.596,2,1,MEDIUM,13,22.7,46.6,781,FALSE,41.6,122,1.1
2019,Mexico Grand Prix,STR,16,1.44.970,2,1,MEDIUM,14,22.7,46.6,781,FALSE,41.6,122,1.1
2019,Mexico Grand Prix,GIO,15,1.44.988,2,1,MEDIUM,15,22.7,46.6,781,FALSE,41.6,122,1.1
2019,Mexico Grand Prix,RAI,14,1.44.386,2,1,MEDIUM,16,22.7,46.6,781,FALSE,41.6,122,1.1
2019,Mexico Grand Prix,MAG,17,1.44.753,2,1,MEDIUM,17,22.7,46.6,781,FALSE,41.6,122,1.1
2019,Mexico Grand Prix,KUB,20,1.45.241,2,1,MEDIUM,18,22.7,46.6,781,FALSE,41.6,122,1.1
2019,Mexico Grand Prix,RUS,19,1.45.044,2,1,MEDIUM,19,22.7,46.6,781,FALSE,41.6,122,1.1
2019,Mexico Grand Prix,GRO,18,1.44.883,2,1,MEDIUM,20,22.7,46.6,781,FALSE,41.6,122,1.1
2018,Mexico Grand Prix,VER,2,1.21.091,3,1,ULTRASOFT,1,19.3,53.4,784.6,FALSE,33.1,189,1
2018,Mexico Grand Prix,HAM,3,1.21.620,3,1,ULTRASOFT,2,19.3,53.4,784.6,FALSE,33.1,189,1
2018,Mexico Grand Prix,RIC,1,1.21.694,3,1,ULTRASOFT,3,19.3,53.4,784.6,FALSE,33.1,189,1
2018,Mexico Grand Prix,VET,4,1.22.420,3,1,ULTRASOFT,4,19.3,53.4,784.6,FALSE,33.1,189,1
2018,Mexico Grand Prix,BOT,5,1.22.039,3,1,ULTRASOFT,5,19.3,53.4,784.6,FALSE,33.1,189,1
2018,Mexico Grand Prix,RAI,6,1.22.306,3,1,ULTRASOFT,6,19.3,53.4,784.6,FALSE,33.1,189,1
2018,Mexico Grand Prix,SAI,8,1.23.398,3,1,HYPERSOFT,7,19.3,53.4,784.6,FALSE,33.1,189,1
2018,Mexico Grand Prix,HUL,7,1.23.641,3,1,HYPERSOFT,8,19.3,53.4,784.6,FALSE,33.1,189,1
2018,Mexico Grand Prix,LEC,9,1.23.624,3,1,HYPERSOFT,9,19.3,53.4,784.6,FALSE,33.1,189,1
2018,Mexico Grand Prix,ERI,10,1.24.123,3,1,HYPERSOFT,10,19.3,53.4,784.6,FALSE,33.1,189,1
2018,Mexico Grand Prix,PER,13,1.24.078,3,1,SUPERSOFT,11,19.3,53.4,784.6,FALSE,33.1,189,1
2018,Mexico Grand Prix,ALO,12,1.24.197,3,1,ULTRASOFT,12,19.3,53.4,784.6,FALSE,33.1,189,1
2018,Mexico Grand Prix,STR,17,1.24.314,3,1,ULTRASOFT,13,19.3,53.4,784.6,FALSE,33.1,189,1
2018,Mexico Grand Prix,MAG,16,1.24.144,3,1,SUPERSOFT,14,19.3,53.4,784.6,FALSE,33.1,189,1
2018,Mexico Grand Prix,SIR,19,1.24.854,3,1,ULTRASOFT,15,19.3,53.4,784.6,FALSE,33.1,189,1
2018,Mexico Grand Prix,GAS,20,1.24.876,3,1,HYPERSOFT,16,19.3,53.4,784.6,FALSE,33.1,189,1
2018,Mexico Grand Prix,VAN,15,1.24.867,3,1,ULTRASOFT,17,19.3,53.4,784.6,FALSE,33.1,189,1
2018,Mexico Grand Prix,GRO,18,1.24.711,3,1,SUPERSOFT,18,19.3,53.4,784.6,FALSE,33.1,189,1
2018,Mexico Grand Prix,HAR,14,1.23.310,3,2,ULTRASOFT,19,19.5,53,784.7,FALSE,32.5,253,0.7
2018,Mexico Grand Prix,OCO,11,1.22.749,3,2,SUPERSOFT,20,19.5,53,784.7,FALSE,32.5,253,0.7
2019,Mexico Grand Prix,LEC,1,1.27.149,3,1,MEDIUM,1,22.9,46.2,780.9,FALSE,42.2,94,2.2
2019,Mexico Grand Prix,VET,2,1.26.856,3,1,MEDIUM,2,22.9,46.2,780.9,FALSE,42.2,94,2.2
2019,Mexico Grand Prix,ALB,5,1.26.946,3,1,MEDIUM,3,22.9,46.2,780.9,FALSE,42.2,94,2.2
2019,Mexico Grand Prix,SAI,7,1.27.226,3,1,SOFT,4,22.9,46.2,780.9,FALSE,42.2,94,2.2
2019,Mexico Grand Prix,HAM,3,1.26.482,3,1,MEDIUM,5,22.9,46.2,780.9,FALSE,42.2,94,2.2
2019,Mexico Grand Prix,NOR,8,1.25.754,3,1,SOFT,6,22.9,46.2,780.9,FALSE,42.2,94,2.2
2019,Mexico Grand Prix,BOT,6,1.25.853,3,1,MEDIUM,7,22.9,46.2,780.9,FALSE,42.2,94,2.2
2019,Mexico Grand Prix,VER,4,1.25.440,3,1,MEDIUM,8,22.9,46.2,780.9,FALSE,42.2,94,2.2
2019,Mexico Grand Prix,KVY,9,1.25.415,3,1,SOFT,9,22.9,46.2,780.9,FALSE,42.2,94,2.2
2019,Mexico Grand Prix,GAS,10,1.24.721,3,1,SOFT,10,22.9,46.2,780.9,FALSE,42.2,94,2.2
2019,Mexico Grand Prix,PER,11,1.24.598,3,1,MEDIUM,11,22.9,46.2,780.9,FALSE,42.2,94,2.2
2019,Mexico Grand Prix,RIC,13,1.24.370,3,1,HARD,12,22.9,46.2,780.9,FALSE,42.2,94,2.2
2019,Mexico Grand Prix,HUL,12,1.24.491,3,1,MEDIUM,13,22.9,46.2,780.9,FALSE,42.2,94,2.2
2019,Mexico Grand Prix,STR,16,1.23.980,3,1,MEDIUM,14,22.9,46.2,780.9,FALSE,42.2,94,2.2
2019,Mexico Grand Prix,GIO,15,1.23.682,3,1,MEDIUM,15,22.9,46.2,780.9,FALSE,42.2,94,2.2
2019,Mexico Grand Prix,RAI,14,1.23.490,3,1,MEDIUM,16,22.9,46.2,780.9,FALSE,42.2,94,2.2
2019,Mexico Grand Prix,MAG,17,1.23.558,3,1,MEDIUM,17,22.9,46.2,780.9,FALSE,42.2,94,2.2
2019,Mexico Grand Prix,KUB,20,1.24.811,3,1,MEDIUM,18,22.9,46.2,780.9,FALSE,42.2,94,2.2
2019,Mexico Grand Prix,RUS,19,1.25.452,3,1,MEDIUM,19,22.9,46.2,780.9,FALSE,42.2,94,2.2
2019,Mexico Grand Prix,GRO,18,1.25.587,3,1,MEDIUM,20,22.9,46.2,780.9,FALSE,42.2,94,2.2
2018,Mexico Grand Prix,VER,2,1.21.162,4,1,ULTRASOFT,1,19.5,53,784.7,FALSE,32.5,253,0.7
2018,Mexico Grand Prix,HAM,3,1.21.363,4,1,ULTRASOFT,2,19.5,53,784.7,FALSE,32.5,253,0.7
2018,Mexico Grand Prix,RIC,1,1.21.369,4,1,ULTRASOFT,3,19.5,53,784.7,FALSE,32.5,253,0.7
2018,Mexico Grand Prix,ALO,12,0,4,1,ULTRASOFT,0,19.5,53,784.7,FALSE,32.5,253,0.7
2018,Mexico Grand Prix,VET,4,1.21.959,4,1,ULTRASOFT,4,19.5,53,784.7,FALSE,32.5,253,0.7
2018,Mexico Grand Prix,BOT,5,1.21.987,4,1,ULTRASOFT,5,19.5,53,784.7,FALSE,32.5,253,0.7
2018,Mexico Grand Prix,RAI,6,1.22.416,4,1,ULTRASOFT,6,19.5,53,784.7,FALSE,32.5,253,0.7
2018,Mexico Grand Prix,SAI,8,1.22.891,4,1,HYPERSOFT,7,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,HUL,7,1.22.839,4,1,HYPERSOFT,8,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,LEC,9,1.23.359,4,1,HYPERSOFT,9,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,ERI,10,1.23.708,4,1,HYPERSOFT,10,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,PER,13,1.23.975,4,1,SUPERSOFT,11,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,STR,17,1.24.567,4,1,ULTRASOFT,12,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,MAG,16,1.24.985,4,1,SUPERSOFT,13,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,VAN,15,1.24.427,4,1,ULTRASOFT,14,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,SIR,19,1.26.956,4,1,ULTRASOFT,15,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,GRO,18,1.25.891,4,1,SUPERSOFT,16,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,GAS,20,1.27.707,4,1,HYPERSOFT,17,19.5,52.8,784.6,FALSE,33.4,273,1.9
2019,Mexico Grand Prix,LEC,1,1.21.588,4,1,MEDIUM,1,23.1,46.5,781,FALSE,42.9,124,3
2019,Mexico Grand Prix,VET,2,1.21.572,4,1,MEDIUM,2,23.1,46.5,781,FALSE,42.9,124,3
2019,Mexico Grand Prix,ALB,5,1.21.855,4,1,MEDIUM,3,23.1,46.5,781,FALSE,42.9,124,3
2018,Mexico Grand Prix,HAR,14,1.29.459,4,2,ULTRASOFT,18,19.5,52.8,784.6,FALSE,33.4,273,1.9
2019,Mexico Grand Prix,HAM,3,1.21.275,4,1,MEDIUM,4,23.2,45.4,780.9,FALSE,42.9,78,1.8
2019,Mexico Grand Prix,SAI,7,1.23.618,4,1,SOFT,5,23.2,45.4,780.9,FALSE,42.9,78,1.8
2018,Mexico Grand Prix,OCO,11,1.32.107,4,2,SUPERSOFT,19,19.5,52.8,784.6,FALSE,33.4,273,1.9
2019,Mexico Grand Prix,NOR,8,1.23.511,4,1,SOFT,6,23.2,45.4,780.9,FALSE,42.9,78,1.8
2019,Mexico Grand Prix,VER,4,1.23.747,4,1,MEDIUM,7,23.2,45.4,780.9,FALSE,42.9,78,1.8
2019,Mexico Grand Prix,BOT,6,1.24.710,4,1,MEDIUM,8,23.2,45.4,780.9,FALSE,42.9,78,1.8
2019,Mexico Grand Prix,KVY,9,1.23.515,4,1,SOFT,9,23.2,45.4,780.9,FALSE,42.9,78,1.8
2019,Mexico Grand Prix,GAS,10,1.23.770,4,1,SOFT,10,23.2,45.4,780.9,FALSE,42.9,78,1.8
2019,Mexico Grand Prix,PER,11,1.23.493,4,1,MEDIUM,11,23.2,45.4,780.9,FALSE,42.9,78,1.8
2019,Mexico Grand Prix,RIC,13,1.23.570,4,1,HARD,12,23.2,45.4,780.9,FALSE,42.9,78,1.8
2019,Mexico Grand Prix,HUL,12,1.23.537,4,1,MEDIUM,13,23.2,45.4,780.9,FALSE,42.9,78,1.8
2019,Mexico Grand Prix,STR,16,1.23.665,4,1,MEDIUM,14,23.2,45.4,780.9,FALSE,42.9,78,1.8
2019,Mexico Grand Prix,GIO,15,1.23.588,4,1,MEDIUM,15,23.2,45.4,780.9,FALSE,42.9,78,1.8
2019,Mexico Grand Prix,RAI,14,1.23.478,4,1,MEDIUM,16,23.2,45.4,780.9,FALSE,42.9,78,1.8
2019,Mexico Grand Prix,MAG,17,1.23.836,4,1,MEDIUM,17,23.2,45.4,780.9,FALSE,42.9,78,1.8
2019,Mexico Grand Prix,KUB,20,1.24.893,4,1,MEDIUM,18,23.2,45.4,780.9,FALSE,42.9,78,1.8
2019,Mexico Grand Prix,RUS,19,1.24.679,4,1,MEDIUM,19,23.2,45.4,780.9,FALSE,42.9,78,1.8
2019,Mexico Grand Prix,GRO,18,1.24.664,4,1,MEDIUM,20,23.2,45.4,780.9,FALSE,42.9,78,1.8
2018,Mexico Grand Prix,VER,2,1.38.701,5,1,ULTRASOFT,1,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,HAM,3,1.39.795,5,1,ULTRASOFT,2,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,RIC,1,1.39.891,5,1,ULTRASOFT,3,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,VET,4,1.39.698,5,1,ULTRASOFT,4,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,BOT,5,1.39.911,5,1,ULTRASOFT,5,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,RAI,6,1.40.290,5,1,ULTRASOFT,6,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,SAI,8,1.41.334,5,1,HYPERSOFT,7,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,HUL,7,1.41.471,5,1,HYPERSOFT,8,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,LEC,9,1.41.425,5,1,HYPERSOFT,9,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,ERI,10,1.40.775,5,1,HYPERSOFT,10,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,PER,13,1.40.916,5,1,SUPERSOFT,11,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,STR,17,1.41.542,5,1,ULTRASOFT,12,19.5,52.8,784.6,FALSE,33.4,273,1.9
2019,Mexico Grand Prix,LEC,1,1.21.653,5,1,MEDIUM,1,23,46.6,780.8,FALSE,43.2,75,0.8
2018,Mexico Grand Prix,MAG,16,1.42.566,5,1,SUPERSOFT,13,19.5,52.8,784.6,FALSE,33.4,273,1.9
2019,Mexico Grand Prix,VET,2,1.21.910,5,1,MEDIUM,2,23,46.6,780.8,FALSE,43.2,75,0.8
2019,Mexico Grand Prix,ALB,5,1.22.050,5,1,MEDIUM,3,23,46.6,780.8,FALSE,43.2,75,0.8
2018,Mexico Grand Prix,VAN,15,1.42.308,5,1,ULTRASOFT,14,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,SIR,19,1.41.863,5,1,ULTRASOFT,15,19.5,52.8,784.6,FALSE,33.4,273,1.9
2019,Mexico Grand Prix,HAM,3,1.21.982,5,1,MEDIUM,4,23,46.6,780.8,FALSE,43.2,75,0.8
2018,Mexico Grand Prix,GRO,18,1.42.593,5,1,SUPERSOFT,16,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,GAS,20,1.44.408,5,1,HYPERSOFT,17,19.5,52.8,784.6,FALSE,33.4,273,1.9
2019,Mexico Grand Prix,SAI,7,1.23.237,5,1,SOFT,5,23,46.6,780.8,FALSE,43.2,75,0.8
2019,Mexico Grand Prix,NOR,8,1.23.304,5,1,SOFT,6,23,46.6,780.8,FALSE,43.2,75,0.8
2019,Mexico Grand Prix,BOT,6,1.22.151,5,1,MEDIUM,7,23,46.6,780.8,FALSE,43.2,75,0.8
2019,Mexico Grand Prix,KVY,9,1.24.112,5,1,SOFT,8,23,46.6,780.8,FALSE,43.2,75,0.8
2019,Mexico Grand Prix,GAS,10,1.25.163,5,1,SOFT,10,23,46.6,780.8,FALSE,43.2,75,0.8
2019,Mexico Grand Prix,RIC,13,1.24.536,5,1,HARD,11,23,46.6,780.8,FALSE,43.2,75,0.8
2018,Mexico Grand Prix,HAR,14,1.35.404,5,2,ULTRASOFT,18,19.5,52.8,784.6,FALSE,33.4,273,1.9
2019,Mexico Grand Prix,HUL,12,1.24.707,5,1,MEDIUM,12,23,46.6,780.8,FALSE,43.2,75,0.8
2018,Mexico Grand Prix,OCO,11,1.32.097,5,2,SUPERSOFT,19,19.5,52.8,784.6,FALSE,33.4,273,1.9
2019,Mexico Grand Prix,STR,16,1.24.690,5,1,MEDIUM,13,23,46.6,780.8,FALSE,43.2,75,0.8
2019,Mexico Grand Prix,GIO,15,1.24.749,5,1,MEDIUM,14,23,46.6,780.8,FALSE,43.2,75,0.8
2019,Mexico Grand Prix,RAI,14,1.24.411,5,1,MEDIUM,15,23,46.6,780.8,FALSE,43.2,75,0.8
2019,Mexico Grand Prix,MAG,17,1.24.327,5,1,MEDIUM,16,23,46.6,780.8,FALSE,43.2,75,0.8
2019,Mexico Grand Prix,KUB,20,1.24.850,5,1,MEDIUM,17,23,46.6,780.8,FALSE,43.2,75,0.8
2019,Mexico Grand Prix,RUS,19,1.25.993,5,1,MEDIUM,18,23,46.6,780.8,FALSE,43.2,75,0.8
2019,Mexico Grand Prix,GRO,18,1.25.783,5,1,MEDIUM,19,23,46.6,780.8,FALSE,43.2,75,0.8
2019,Mexico Grand Prix,VER,4,1.50.984,5,1,MEDIUM,20,23.5,45.2,780.9,FALSE,43.5,41,1.8
2018,Mexico Grand Prix,VER,2,1.23.465,6,1,ULTRASOFT,1,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,HAM,3,1.22.315,6,1,ULTRASOFT,2,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,RIC,1,1.22.074,6,1,ULTRASOFT,3,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,VET,4,1.22.285,6,1,ULTRASOFT,4,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,BOT,5,1.22.281,6,1,ULTRASOFT,5,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,RAI,6,1.21.727,6,1,ULTRASOFT,6,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,SAI,8,1.22.386,6,1,HYPERSOFT,7,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,HUL,7,1.23.009,6,1,HYPERSOFT,8,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,LEC,9,1.23.341,6,1,HYPERSOFT,9,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,ERI,10,1.23.925,6,1,HYPERSOFT,10,19.5,52.8,784.6,FALSE,33.4,273,1.9
2018,Mexico Grand Prix,PER,13,1.23.545,6,1,SUPERSOFT,11,19.5,52.8,784.6,FALSE,33.4,273,1.9
2019,Mexico Grand Prix,LEC,1,1.22.214,6,1,MEDIUM,1,23.5,45.2,780.9,FALSE,43.5,41,1.8
2018,Mexico Grand Prix,STR,17,1.23.290,6,1,ULTRASOFT,12,19.5,52.8,784.6,FALSE,33.4,273,1.9
