Year,EventName,Driver,GridPosition,LapTime,LapNumber,Stint,Compound,LapPosition,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
2022,Mexico Grand Prix,OCO,10,1.24.245,38,2,HARD,11,24.6,33,779.9,FALSE,38.6,93,1.1
2021,Mexico Grand Prix,MAZ,15,1.25.886,36,2,HARD,18,21.8,31.5,783.7,FALSE,48.3,89,0
2018,Mexico Grand Prix,RIC,1,1.20.327,60,2,SUPERSOFT,2,21.3,46.8,783.5,FALSE,36,221,1.1
2022,Mexico Grand Prix,GAS,14,1.25.872,38,1,MEDIUM,12,24.6,33,779.9,FALSE,38.6,93,1.1
2021,Mexico Grand Prix,RAI,10,1.22.062,37,2,HARD,10,21.8,31.5,783.7,FALSE,48.3,89,0
2018,Mexico Grand Prix,VET,4,1.20.195,60,3,ULTRASOFT,3,21.3,46.8,783.5,FALSE,36,221,1.1
2022,Mexico Grand Prix,VET,16,1.28.890,38,1,SOFT,13,24.6,33,779.9,FALSE,38.6,93,1.1
2022,Mexico Grand Prix,NOR,8,1.23.850,38,2,HARD,14,24.6,33,779.9,FALSE,38.6,93,1.1
2019,Mexico Grand Prix,PER,11,1.20.708,60,2,HARD,7,23.3,46.5,779.8,FALSE,38.8,302,1.5
2019,Mexico Grand Prix,RIC,13,1.20.614,60,2,MEDIUM,8,23.3,46.5,779.8,FALSE,38.8,302,1.5
2022,Mexico Grand Prix,TSU,13,1.24.960,38,2,MEDIUM,15,24.6,33,779.9,FALSE,38.6,93,1.1
2018,Mexico Grand Prix,LEC,9,1.22.679,58,2,SUPERSOFT,8,21.3,46.8,783.5,FALSE,36,221,1.1
2022,Mexico Grand Prix,ALB,17,1.29.558,38,1,MEDIUM,16,24.6,33,779.9,FALSE,38.6,93,1.1
2018,Mexico Grand Prix,VAN,15,1.23.549,58,2,SUPERSOFT,9,21.3,46.8,783.5,FALSE,36,221,1.1
2021,Mexico Grand Prix,RIC,7,1.22.328,37,2,HARD,11,21.8,31.5,783.7,FALSE,48.3,89,0
2021,Mexico Grand Prix,BOT,1,1.21.870,37,2,HARD,12,21.8,31.5,783.7,FALSE,48.3,89,0
2022,Mexico Grand Prix,VER,1,1.22.382,39,2,MEDIUM,1,24.6,33,779.9,FALSE,38.6,93,1.1
2019,Mexico Grand Prix,HUL,12,1.21.105,60,2,HARD,9,23.3,46.5,779.8,FALSE,38.8,302,1.5
2021,Mexico Grand Prix,GIO,11,1.22.609,37,2,HARD,13,21.7,31.3,783.6,FALSE,48.3,285,0.1
2018,Mexico Grand Prix,ERI,10,1.24.804,58,2,SUPERSOFT,10,21.3,46.8,783.5,FALSE,36,221,1.1
2021,Mexico Grand Prix,PER,4,1.21.541,38,1,MEDIUM,1,21.7,31.3,783.6,FALSE,48.3,285,0.1
2022,Mexico Grand Prix,STR,20,1.24.858,38,2,SOFT,17,24.6,33,779.9,FALSE,38.6,93,1.1
2018,Mexico Grand Prix,RAI,6,1.23.700,60,2,SUPERSOFT,4,21.3,46.8,783.5,FALSE,36,221,1.1
2018,Mexico Grand Prix,GAS,20,1.26.600,58,3,SUPERSOFT,11,21.3,46.8,783.5,FALSE,36,221,1.1
2019,Mexico Grand Prix,HAM,3,1.19.640,61,2,HARD,1,23.3,46.5,779.8,FALSE,38.8,302,1.5
2018,Mexico Grand Prix,HAR,14,1.24.960,58,3,SUPERSOFT,12,21.3,46.8,783.5,FALSE,36,221,1.1
2019,Mexico Grand Prix,VET,2,1.19.816,61,2,HARD,2,23.3,46.5,779.8,FALSE,38.8,302,1.5
2022,Mexico Grand Prix,HAM,3,1.22.976,39,2,HARD,2,24.6,33,779.9,FALSE,38.6,93,1.1
2018,Mexico Grand Prix,OCO,11,1.24.705,58,3,ULTRASOFT,13,21.3,46.8,783.5,FALSE,36,221,1.1
2021,Mexico Grand Prix,VER,3,1.20.083,38,2,HARD,2,21.7,31.3,783.6,FALSE,48.3,285,0.1
2022,Mexico Grand Prix,PER,4,1.22.683,39,2,MEDIUM,3,24.6,33,779.9,FALSE,38.6,93,1.1
2019,Mexico Grand Prix,BOT,6,1.20.025,61,2,HARD,3,23.3,46.5,779.8,FALSE,38.8,302,1.5
2018,Mexico Grand Prix,STR,17,1.24.813,58,3,SUPERSOFT,14,21.3,46.8,783.4,FALSE,35.5,244,1
2022,Mexico Grand Prix,MAG,19,1.28.642,38,1,MEDIUM,18,24.6,33,779.9,FALSE,38.6,93,1.1
2019,Mexico Grand Prix,LEC,1,1.19.881,61,3,HARD,4,23.3,46.5,779.8,FALSE,38.8,302,1.5
2018,Mexico Grand Prix,MAG,16,1.25.385,58,2,ULTRASOFT,15,21.3,46.8,783.4,FALSE,35.5,244,1
2018,Mexico Grand Prix,SIR,19,1.24.333,58,2,SUPERSOFT,16,21.3,46.8,783.4,FALSE,35.5,244,1
2019,Mexico Grand Prix,KVY,9,1.20.894,60,3,MEDIUM,10,23.3,46.5,779.8,FALSE,38.8,302,1.5
2022,Mexico Grand Prix,RUS,2,1.23.018,39,2,HARD,4,24.6,33,779.9,FALSE,38.4,79,2
2021,Mexico Grand Prix,RUS,16,1.23.033,37,2,HARD,14,21.7,31.3,783.6,FALSE,48.3,285,0.1
2018,Mexico Grand Prix,GRO,18,1.25.035,58,2,ULTRASOFT,17,21.3,46.8,783.4,FALSE,35.5,244,1
2021,Mexico Grand Prix,HAM,2,1.21.570,38,2,HARD,3,21.7,31.3,783.6,FALSE,48.3,285,0.1
2021,Mexico Grand Prix,OCO,19,1.23.938,37,2,HARD,15,21.7,31.3,783.6,FALSE,48.3,285,0.1
2022,Mexico Grand Prix,MSC,15,1.26.623,38,2,MEDIUM,19,24.6,33,779.9,FALSE,38.4,79,2
2019,Mexico Grand Prix,STR,16,1.24.809,60,2,HARD,11,23.3,46.5,779.8,FALSE,38.8,302,1.5
2019,Mexico Grand Prix,ALB,5,1.20.272,61,3,HARD,5,23.3,46.5,779.8,FALSE,38.8,302,1.5
2018,Mexico Grand Prix,HAM,3,1.23.090,60,3,ULTRASOFT,5,21.3,46.8,783.4,FALSE,35.5,244,1
2019,Mexico Grand Prix,GAS,10,1.21.680,60,3,MEDIUM,12,23.3,46.5,779.8,FALSE,38.8,302,1.5
2019,Mexico Grand Prix,KUB,20,1.25.460,59,2,HARD,16,23.3,46.5,779.8,FALSE,38.8,302,1.5
2019,Mexico Grand Prix,RUS,19,1.22.590,59,2,HARD,17,23.3,46.5,779.8,FALSE,38.8,302,1.5
2021,Mexico Grand Prix,SAI,6,1.21.568,38,1,MEDIUM,4,21.7,31.3,783.6,FALSE,48.3,285,0.1
2019,Mexico Grand Prix,GRO,18,1.21.986,59,2,HARD,18,23.3,46.5,779.8,FALSE,38.8,302,1.5
2022,Mexico Grand Prix,LAT,18,1.25.193,38,2,HARD,20,24.6,33,779.9,FALSE,38.4,79,2
2019,Mexico Grand Prix,SAI,7,1.21.081,60,3,MEDIUM,13,23.3,46.5,779.8,FALSE,38.8,302,1.5
2022,Mexico Grand Prix,ALO,9,1.24.391,39,1,MEDIUM,5,24.6,33,779.9,FALSE,38.4,79,2
2022,Mexico Grand Prix,SAI,5,1.23.336,39,2,MEDIUM,6,24.6,33,779.9,FALSE,38.4,79,2
2021,Mexico Grand Prix,STR,20,1.21.110,37,3,MEDIUM,16,21.7,31.3,783.6,FALSE,48.3,285,0.1
2021,Mexico Grand Prix,GAS,5,1.21.561,38,2,HARD,5,21.7,31.3,783.6,FALSE,48.3,285,0.1
2022,Mexico Grand Prix,LEC,7,1.23.417,39,2,MEDIUM,7,24.6,33,779.9,FALSE,38.4,79,2
2018,Mexico Grand Prix,BOT,5,1.24.462,60,3,ULTRASOFT,6,21.3,46.8,783.4,FALSE,35.5,244,1
2019,Mexico Grand Prix,GIO,15,1.21.524,60,2,HARD,14,23.2,47,779.9,FALSE,38.4,304,1.6
2021,Mexico Grand Prix,LAT,13,1.26.576,37,2,HARD,17,21.7,31.3,783.6,FALSE,48.3,285,0.1
2022,Mexico Grand Prix,BOT,6,1.28.292,39,1,MEDIUM,8,24.6,33,779.9,FALSE,38.4,79,2
2021,Mexico Grand Prix,LEC,8,1.21.571,38,2,HARD,6,21.7,31.3,783.6,FALSE,48.3,285,0.1
2021,Mexico Grand Prix,ALO,12,1.22.147,38,1,MEDIUM,7,21.7,31.3,783.6,FALSE,48.3,285,0.1
2018,Mexico Grand Prix,VER,2,1.20.099,61,3,SUPERSOFT,1,21.3,46.8,783.4,FALSE,35.5,244,1
2018,Mexico Grand Prix,HUL,7,1.24.813,59,2,SUPERSOFT,7,21.3,46.8,783.4,FALSE,35.5,244,1
2022,Mexico Grand Prix,RIC,11,1.24.631,39,1,MEDIUM,9,24.6,33,779.9,FALSE,38.4,79,2
2021,Mexico Grand Prix,NOR,18,1.21.990,38,1,MEDIUM,8,21.7,31.3,783.6,FALSE,48.3,285,0.1
2019,Mexico Grand Prix,MAG,17,1.22.146,60,2,HARD,15,23.2,47,779.9,FALSE,38.4,304,1.6
2019,Mexico Grand Prix,VER,4,1.20.711,61,2,HARD,6,23.2,47,779.9,FALSE,38.4,304,1.6
2021,Mexico Grand Prix,VET,9,1.21.538,38,2,HARD,9,21.9,30.8,783.6,FALSE,48.5,300,0.1
2022,Mexico Grand Prix,ZHO,12,1.24.989,39,1,MEDIUM,10,24.6,33,779.9,FALSE,38.4,79,2
2018,Mexico Grand Prix,RIC,1,1.20.370,61,2,SUPERSOFT,2,21.3,46.8,783.4,FALSE,35.5,244,1
2021,Mexico Grand Prix,RAI,10,1.21.224,38,2,HARD,10,21.9,30.8,783.6,FALSE,48.5,300,0.1
2018,Mexico Grand Prix,VET,4,1.20.787,61,3,ULTRASOFT,3,21.3,46.8,783.4,FALSE,35.5,244,1
2022,Mexico Grand Prix,OCO,10,1.23.324,39,2,HARD,11,24.6,33,779.9,FALSE,38.4,79,2
2021,Mexico Grand Prix,MAZ,15,1.25.706,37,2,HARD,18,21.9,30.8,783.6,FALSE,48.5,300,0.1
2019,Mexico Grand Prix,PER,11,1.21.625,61,2,HARD,7,23.2,47,779.9,FALSE,38.4,304,1.6
2022,Mexico Grand Prix,GAS,14,1.25.351,39,1,MEDIUM,12,24.6,33,779.9,FALSE,38.4,79,2
2019,Mexico Grand Prix,RIC,13,1.22.655,61,2,MEDIUM,8,23.2,47,779.9,FALSE,38.4,304,1.6
2022,Mexico Grand Prix,NOR,8,1.24.433,39,2,HARD,13,24.6,33,779.9,FALSE,38.4,79,2
2022,Mexico Grand Prix,TSU,13,1.23.794,39,2,MEDIUM,14,24.5,33,779.9,FALSE,38.3,75,1.5
2018,Mexico Grand Prix,LEC,9,1.22.923,59,2,SUPERSOFT,8,21.2,46.7,783.4,FALSE,35.2,256,0.8
2018,Mexico Grand Prix,VAN,15,1.23.449,59,2,SUPERSOFT,9,21.2,46.7,783.4,FALSE,35.2,256,0.8
2021,Mexico Grand Prix,BOT,1,1.23.676,38,2,HARD,11,21.9,30.8,783.6,FALSE,48.5,300,0.1
2022,Mexico Grand Prix,VER,1,1.22.466,40,2,MEDIUM,1,24.5,33,779.9,FALSE,38.3,75,1.5
2021,Mexico Grand Prix,RIC,7,1.26.489,38,2,HARD,12,21.9,30.8,783.6,FALSE,48.5,300,0.1
2019,Mexico Grand Prix,HUL,12,1.21.252,61,2,HARD,9,23.2,47,779.9,FALSE,38.4,304,1.6
2021,Mexico Grand Prix,PER,4,1.21.786,39,1,MEDIUM,1,21.9,30.8,783.6,FALSE,48.5,300,0.1
2019,Mexico Grand Prix,HAM,3,1.20.213,62,2,HARD,1,23.2,47,779.9,FALSE,38.4,304,1.6
2018,Mexico Grand Prix,RAI,6,1.22.585,61,2,SUPERSOFT,4,21.2,46.7,783.4,FALSE,35.2,256,0.8
2021,Mexico Grand Prix,GIO,11,1.24.758,38,2,HARD,13,21.9,30.8,783.6,FALSE,48.5,300,0.1
2019,Mexico Grand Prix,VET,2,1.19.846,62,2,HARD,2,23.2,47,779.9,FALSE,38.4,304,1.6
2018,Mexico Grand Prix,RIC,1,0,62,2,SUPERSOFT,0,21.2,46.7,783.4,FALSE,35.2,256,0.8
2018,Mexico Grand Prix,ERI,10,1.25.498,59,2,SUPERSOFT,10,21.2,46.7,783.4,FALSE,35.2,256,0.8
2022,Mexico Grand Prix,STR,20,1.25.299,39,2,SOFT,15,24.5,33,779.9,FALSE,38.3,75,1.5
2021,Mexico Grand Prix,VER,3,1.20.340,39,2,HARD,2,21.9,30.8,783.6,FALSE,48.5,300,0.1
2019,Mexico Grand Prix,BOT,6,1.19.660,62,2,HARD,3,23.2,47,779.9,FALSE,38.4,304,1.6
2018,Mexico Grand Prix,GAS,20,1.24.248,59,3,SUPERSOFT,11,21.2,46.7,783.4,FALSE,35.2,256,0.8
2022,Mexico Grand Prix,VET,16,1.43.717,39,2,MEDIUM,16,24.5,33,779.9,FALSE,38.3,75,1.5
2022,Mexico Grand Prix,HAM,3,1.23.085,40,2,HARD,2,24.5,33,779.9,FALSE,38.3,75,1.5
2018,Mexico Grand Prix,HAR,14,1.24.390,59,3,SUPERSOFT,12,21.2,46.7,783.4,FALSE,35.2,256,0.8
2019,Mexico Grand Prix,LEC,1,1.19.465,62,3,HARD,4,23.2,47,779.9,FALSE,38.4,304,1.6
2022,Mexico Grand Prix,PER,4,1.23.141,40,2,MEDIUM,3,24.5,33,779.9,FALSE,38.3,75,1.5
2018,Mexico Grand Prix,OCO,11,1.24.930,59,3,ULTRASOFT,13,21.2,46.7,783.4,FALSE,35.2,256,0.8
2018,Mexico Grand Prix,STR,17,1.25.113,59,3,SUPERSOFT,14,21.2,46.7,783.4,FALSE,35.2,256,0.8
2022,Mexico Grand Prix,ALB,17,1.42.895,39,2,SOFT,17,24.5,33,779.9,FALSE,38.3,75,1.5
2019,Mexico Grand Prix,KVY,9,1.20.986,61,3,MEDIUM,10,23.1,47.2,779.9,FALSE,37.8,244,1.5
2018,Mexico Grand Prix,MAG,16,1.25.294,59,2,ULTRASOFT,15,21.2,46.7,783.4,FALSE,35.2,256,0.8
2018,Mexico Grand Prix,SIR,19,1.24.719,59,2,SUPERSOFT,16,21.2,46.7,783.4,FALSE,35.2,256,0.8
2021,Mexico Grand Prix,HAM,2,1.20.944,39,2,HARD,3,21.9,30.8,783.6,FALSE,48.5,300,0.1
2022,Mexico Grand Prix,RUS,2,1.23.341,40,2,HARD,4,24.5,33,779.9,FALSE,38.3,75,1.5
2019,Mexico Grand Prix,STR,16,1.21.444,61,2,HARD,11,23.1,47.2,779.9,FALSE,37.8,244,1.5
2021,Mexico Grand Prix,RUS,16,1.24.747,38,2,HARD,14,21.9,30.8,783.6,FALSE,48.5,300,0.1
2019,Mexico Grand Prix,ALB,5,1.20.062,62,3,HARD,5,23.1,47.2,779.9,FALSE,37.8,244,1.5
2021,Mexico Grand Prix,OCO,19,1.23.667,38,2,HARD,15,21.9,30.8,783.6,FALSE,48.5,300,0.1
2018,Mexico Grand Prix,GRO,18,1.25.531,59,2,ULTRASOFT,17,21.2,46.7,783.4,FALSE,35.2,256,0.8
2022,Mexico Grand Prix,MSC,15,1.24.424,39,2,MEDIUM,18,24.5,33,779.9,FALSE,38.3,75,1.5
2019,Mexico Grand Prix,GAS,10,1.20.618,61,3,MEDIUM,12,23.1,47.2,779.9,FALSE,37.8,244,1.5
2018,Mexico Grand Prix,HAM,3,1.23.746,61,3,ULTRASOFT,5,21.2,46.7,783.4,FALSE,35.2,256,0.8
2019,Mexico Grand Prix,RUS,19,1.22.841,60,2,HARD,16,23.1,47.2,779.9,FALSE,37.8,244,1.5
2021,Mexico Grand Prix,SAI,6,1.21.741,39,1,MEDIUM,4,21.9,30.8,783.6,FALSE,48.5,300,0.1
2019,Mexico Grand Prix,KUB,20,1.26.156,60,2,HARD,17,23.1,47.2,779.9,FALSE,37.8,244,1.5
2019,Mexico Grand Prix,SAI,7,1.21.481,61,3,MEDIUM,13,23.1,47.2,779.9,FALSE,37.8,244,1.5
2019,Mexico Grand Prix,GRO,18,1.24.246,60,2,HARD,18,23.1,47.2,779.9,FALSE,37.8,244,1.5
2022,Mexico Grand Prix,MAG,19,1.45.105,39,2,SOFT,19,24.5,33,779.9,FALSE,38.3,75,1.5
2022,Mexico Grand Prix,LAT,18,1.26.091,39,2,HARD,20,24.5,33,779.9,FALSE,38.3,75,1.5
2021,Mexico Grand Prix,STR,20,1.21.448,38,3,MEDIUM,16,21.9,30.8,783.5,FALSE,48.6,346,0.4
2022,Mexico Grand Prix,SAI,5,1.23.532,40,2,MEDIUM,5,24.5,33,779.9,FALSE,38.3,75,1.5
2021,Mexico Grand Prix,GAS,5,1.21.304,39,2,HARD,5,21.9,30.8,783.5,FALSE,48.6,346,0.4
2019,Mexico Grand Prix,GIO,15,1.21.376,61,2,HARD,14,23.1,47.2,779.9,FALSE,37.8,244,1.5
2022,Mexico Grand Prix,LEC,7,1.22.958,40,2,MEDIUM,6,24.5,33,779.9,FALSE,38.3,75,1.5
2022,Mexico Grand Prix,ALO,9,1.29.420,40,1,MEDIUM,7,24.5,33,779.9,FALSE,38.3,75,1.5
2021,Mexico Grand Prix,LEC,8,1.21.405,39,2,HARD,6,21.9,30.8,783.5,FALSE,48.6,346,0.4
2021,Mexico Grand Prix,LAT,13,1.25.313,38,2,HARD,17,21.9,30.8,783.5,FALSE,48.6,346,0.4
2018,Mexico Grand Prix,BOT,5,1.31.735,61,3,ULTRASOFT,6,21.2,46.7,783.4,FALSE,35.2,256,0.8
2021,Mexico Grand Prix,ALO,12,1.25.985,39,1,MEDIUM,7,21.9,30.8,783.5,FALSE,48.6,346,0.4
2021,Mexico Grand Prix,NOR,18,1.22.082,39,1,MEDIUM,8,21.9,30.8,783.5,FALSE,48.6,346,0.4
2022,Mexico Grand Prix,RIC,11,1.24.537,40,1,MEDIUM,8,24.3,33,779.7,FALSE,38.1,0,0.6
2019,Mexico Grand Prix,MAG,17,1.21.898,61,2,HARD,15,23.1,47.2,779.9,FALSE,37.8,244,1.5
2019,Mexico Grand Prix,VER,4,1.21.032,62,2,HARD,6,23.1,47.2,779.9,FALSE,37.8,244,1.5
2021,Mexico Grand Prix,VET,9,1.21.505,39,2,HARD,9,21.9,30.8,783.5,FALSE,48.6,346,0.4
2018,Mexico Grand Prix,VER,2,1.31.178,62,3,SUPERSOFT,1,21.2,46.7,783.4,FALSE,35.2,256,0.8
2021,Mexico Grand Prix,RAI,10,1.21.506,39,2,HARD,10,21.9,30.8,783.5,FALSE,48.6,346,0.4
2022,Mexico Grand Prix,ZHO,12,1.24.787,40,1,MEDIUM,9,24.3,33,779.7,FALSE,38.1,0,0.6
2018,Mexico Grand Prix,HUL,7,1.34.520,60,2,SUPERSOFT,7,21.2,46.7,783.4,FALSE,35.2,256,0.8
2019,Mexico Grand Prix,PER,11,1.21.002,62,2,HARD,7,23.1,47.2,779.9,FALSE,37.8,244,1.5
2022,Mexico Grand Prix,BOT,6,1.44.987,40,2,HARD,10,24.3,33,779.7,FALSE,38.1,0,0.6
2022,Mexico Grand Prix,OCO,10,1.24.562,40,2,HARD,11,24.3,33,779.7,FALSE,38.1,0,0.6
2019,Mexico Grand Prix,RIC,13,1.21.073,62,2,MEDIUM,8,23.1,47.2,779.9,FALSE,37.8,244,1.5
2021,Mexico Grand Prix,MAZ,15,1.23.889,38,2,HARD,18,21.9,30.8,783.5,FALSE,48.6,346,0.4
2022,Mexico Grand Prix,NOR,8,1.24.187,40,2,HARD,12,24.3,33,779.7,FALSE,38.1,0,0.6
2022,Mexico Grand Prix,TSU,13,1.24.279,40,2,MEDIUM,13,24.3,33,779.7,FALSE,38.1,0,0.6
2022,Mexico Grand Prix,GAS,14,1.28.285,40,1,MEDIUM,14,24.3,33,779.7,FALSE,38.1,0,0.6
2021,Mexico Grand Prix,BOT,1,1.21.125,39,2,HARD,11,21.9,30.8,783.5,FALSE,48.6,346,0.4
2019,Mexico Grand Prix,HUL,12,1.21.333,62,2,HARD,9,23.2,46.9,779.9,FALSE,37.6,179,1
2022,Mexico Grand Prix,VER,1,1.22.436,41,2,MEDIUM,1,24.3,33,779.7,FALSE,38.1,0,0.6
2018,Mexico Grand Prix,VET,4,1.38.751,62,3,ULTRASOFT,2,21.2,46.7,783.4,FALSE,35.2,256,0.8
2019,Mexico Grand Prix,HAM,3,1.20.211,63,2,HARD,1,23.2,46.9,779.9,FALSE,37.6,179,1
2019,Mexico Grand Prix,VET,2,1.19.730,63,2,HARD,2,23.2,46.9,779.9,FALSE,37.6,179,1
2019,Mexico Grand Prix,BOT,6,1.19.702,63,2,HARD,3,23.2,46.9,779.9,FALSE,37.6,179,1
2021,Mexico Grand Prix,VER,3,1.20.200,40,2,HARD,1,21.9,30.8,783.5,FALSE,48.6,346,0.4
2021,Mexico Grand Prix,PER,4,1.24.496,40,1,MEDIUM,2,21.9,30.8,783.5,FALSE,48.6,346,0.4
2021,Mexico Grand Prix,GIO,11,1.24.100,39,2,HARD,12,21.9,30.8,783.5,FALSE,48.6,346,0.4
2019,Mexico Grand Prix,LEC,1,1.19.548,63,3,HARD,4,23.2,46.9,779.9,FALSE,37.6,179,1
2018,Mexico Grand Prix,LEC,9,1.39.350,60,2,SUPERSOFT,8,21.2,46.7,783.4,FALSE,35.2,256,0.8
2022,Mexico Grand Prix,HAM,3,1.23.040,41,2,HARD,2,24.3,33,779.7,FALSE,38.1,0,0.6
2022,Mexico Grand Prix,PER,4,1.23.441,41,2,MEDIUM,3,24.3,33,779.7,FALSE,38.1,0,0.6
2022,Mexico Grand Prix,VET,16,1.26.757,40,2,MEDIUM,15,24.3,33,779.7,FALSE,38.1,0,0.6
2022,Mexico Grand Prix,STR,20,1.28.255,40,2,SOFT,16,24.3,33,779.7,FALSE,38.1,0,0.6
2019,Mexico Grand Prix,KVY,9,1.20.194,62,3,MEDIUM,10,23.2,46.9,779.9,FALSE,37.6,179,1
2022,Mexico Grand Prix,ALB,17,1.23.297,40,2,SOFT,17,24.3,33,779.7,FALSE,38.1,0,0.6
2021,Mexico Grand Prix,HAM,2,1.20.209,40,2,HARD,3,22,30.7,783.5,FALSE,48.5,316,0.3
2018,Mexico Grand Prix,VAN,15,1.42.486,60,2,SUPERSOFT,9,21.2,46.7,783.4,FALSE,35.2,256,0.8
2019,Mexico Grand Prix,ALB,5,1.19.764,63,3,HARD,5,23.2,46.9,779.9,FALSE,37.6,179,1
2022,Mexico Grand Prix,RUS,2,1.22.858,41,2,HARD,4,24.3,33,779.7,FALSE,38.1,0,0.6
2021,Mexico Grand Prix,RIC,7,1.41.381,39,3,MEDIUM,13,22,30.7,783.5,FALSE,48.5,316,0.3
2019,Mexico Grand Prix,STR,16,1.22.903,62,2,HARD,11,23.2,46.9,779.9,FALSE,37.6,179,1
2019,Mexico Grand Prix,GAS,10,1.20.590,62,3,MEDIUM,12,23.2,46.9,779.9,FALSE,37.6,179,1
2021,Mexico Grand Prix,OCO,19,1.23.332,39,2,HARD,14,22,30.7,783.5,FALSE,48.5,316,0.3
2022,Mexico Grand Prix,MSC,15,1.24.161,40,2,MEDIUM,18,24.3,33,779.7,FALSE,38.1,0,0.6
2021,Mexico Grand Prix,RUS,16,1.26.023,39,2,HARD,15,22,30.7,783.5,FALSE,48.5,316,0.3
2021,Mexico Grand Prix,SAI,6,1.21.887,40,1,MEDIUM,4,22,30.7,783.5,FALSE,48.5,316,0.3
2018,Mexico Grand Prix,RAI,6,1.46.043,62,2,SUPERSOFT,3,21.3,46.4,783.4,FALSE,34.9,164,2.3
2018,Mexico Grand Prix,ERI,10,1.46.430,60,2,SUPERSOFT,10,21.3,46.4,783.4,FALSE,34.9,164,2.3
2019,Mexico Grand Prix,SAI,7,1.21.573,62,3,MEDIUM,13,23.2,46.9,779.9,FALSE,37.6,179,1
2018,Mexico Grand Prix,GAS,20,1.45.680,60,3,SUPERSOFT,11,21.3,46.4,783.4,FALSE,34.9,164,2.3
2019,Mexico Grand Prix,RUS,19,1.26.814,61,2,HARD,16,23.2,46.9,779.9,FALSE,37.6,179,1
2019,Mexico Grand Prix,GRO,18,1.22.362,61,2,HARD,17,23.2,46.9,779.9,FALSE,37.6,179,1
2018,Mexico Grand Prix,HAR,14,1.45.982,60,3,SUPERSOFT,12,21.3,46.4,783.4,FALSE,34.9,164,2.3
2022,Mexico Grand Prix,MAG,19,1.25.009,40,2,SOFT,19,24.3,33,779.7,FALSE,38.1,270,0
2018,Mexico Grand Prix,OCO,11,1.47.031,60,3,ULTRASOFT,13,21.3,46.4,783.4,FALSE,34.9,164,2.3
2018,Mexico Grand Prix,STR,17,1.47.461,60,3,SUPERSOFT,14,21.3,46.4,783.4,FALSE,34.9,164,2.3
2021,Mexico Grand Prix,STR,20,1.21.531,39,3,MEDIUM,16,22,30.7,783.5,FALSE,48.5,316,0.3
2022,Mexico Grand Prix,LAT,18,1.25.397,40,2,HARD,20,24.3,33,779.7,FALSE,38.1,270,0
2021,Mexico Grand Prix,GAS,5,1.21.428,40,2,HARD,5,22,30.7,783.5,FALSE,48.5,316,0.3
2022,Mexico Grand Prix,SAI,5,1.23.429,41,2,MEDIUM,5,24.3,33,779.7,FALSE,38.1,270,0
2018,Mexico Grand Prix,MAG,16,1.48.182,60,2,ULTRASOFT,15,21.3,46.4,783.4,FALSE,34.9,164,2.3
2018,Mexico Grand Prix,SIR,19,1.47.915,60,2,SUPERSOFT,16,21.3,46.4,783.4,FALSE,34.9,164,2.3
2019,Mexico Grand Prix,GIO,15,1.21.580,62,2,HARD,14,23.2,46.9,779.9,FALSE,37.6,179,1
2021,Mexico Grand Prix,LEC,8,1.21.373,40,2,HARD,6,22,30.7,783.5,FALSE,48.5,316,0.3
2022,Mexico Grand Prix,LEC,7,1.23.087,41,2,MEDIUM,6,24.3,33,779.7,FALSE,38.1,270,0
2019,Mexico Grand Prix,KUB,20,1.41.130,61,3,MEDIUM,18,23.2,46.9,779.9,FALSE,37.6,179,1
2021,Mexico Grand Prix,LAT,13,1.23.031,39,2,HARD,17,22,30.7,783.5,FALSE,48.5,316,0.3
2018,Mexico Grand Prix,GRO,18,1.53.751,60,2,ULTRASOFT,17,21.3,46.4,783.4,FALSE,34.9,164,2.3
2018,Mexico Grand Prix,HAM,3,1.53.241,62,3,ULTRASOFT,4,21.3,46.4,783.4,FALSE,34.9,164,2.3
2021,Mexico Grand Prix,NOR,18,1.22.170,40,1,MEDIUM,7,22,30.7,783.5,FALSE,48.5,316,0.3
2019,Mexico Grand Prix,VER,4,1.20.501,63,2,HARD,6,23.2,46.8,779.9,FALSE,37.7,272,1
2022,Mexico Grand Prix,RIC,11,1.24.508,41,1,MEDIUM,7,24.3,33,779.7,FALSE,38.1,270,0
2021,Mexico Grand Prix,VET,9,1.21.310,40,2,HARD,8,22,30.7,783.5,FALSE,48.5,316,0.3
2019,Mexico Grand Prix,MAG,17,1.24.236,62,2,HARD,15,23.2,46.8,779.9,FALSE,37.7,272,1
2021,Mexico Grand Prix,RAI,10,1.21.587,40,2,HARD,9,22,30.7,783.5,FALSE,48.5,316,0.3
2022,Mexico Grand Prix,ALO,9,1.44.059,41,2,HARD,8,24.3,33,779.7,FALSE,38.1,270,0
2019,Mexico Grand Prix,PER,11,1.20.926,63,2,HARD,7,23.2,46.8,779.9,FALSE,37.7,272,1
2019,Mexico Grand Prix,RIC,13,1.20.516,63,2,MEDIUM,8,23.2,46.8,779.9,FALSE,37.7,272,1
2022,Mexico Grand Prix,ZHO,12,1.25.234,41,1,MEDIUM,9,24.3,33,779.7,FALSE,38.1,270,0
2022,Mexico Grand Prix,OCO,10,1.25.219,41,2,HARD,10,24.3,33,779.7,FALSE,38.1,270,0
2021,Mexico Grand Prix,MAZ,15,1.23.303,39,2,HARD,18,22,30.7,783.5,FALSE,48.5,316,0.3
